COUNTY,Tr_ID,TotPop,Pop25pl,HH_MedInc,Perc_BelPo,PercBl,Count
025,24025305100,6916.000000,4567.000000,56746.000000,3.282244,0.57836899942,4
025,24025304100,7920.000000,5245.000000,60014.000000,3.418587,1.35101010101,0
005,24005407000,8216.000000,5561.000000,66922.000000,2.520394,1.49707887050,2
005,24005406000,4897.000000,3235.000000,72217.000000,2.777211,0.57177863998,1
013,24013506200,5072.000000,3375.000000,54375.000000,3.014677,1.28154574132,2
013,24013506100,6879.000000,4511.000000,62416.000000,2.998367,0.21805494985,3
013,24013503000,5382.000000,3710.000000,57977.000000,3.457997,1.28205128205,1
013,24013501000,7898.000000,4879.000000,47942.000000,8.496815,1.19017472778,8
025,24025305200,2887.000000,2081.000000,47104.000000,5.064618,4.67613439557,1
013,24013508100,7009.000000,4518.000000,57452.000000,2.921799,0.45655585676,7
005,24005405000,4025.000000,2842.000000,68920.000000,2.633540,0.99378881988,3
013,24013502000,4188.000000,2788.000000,56689.000000,4.044998,0.00000000000,0
025,24025305300,2045.000000,1347.000000,51250.000000,10.167818,6.16136919315,2
013,24013510000,1414.000000,934.000000,53333.000000,2.927928,4.45544554455,0
013,24013507601,4554.000000,3050.000000,50923.000000,11.429832,5.33596837945,14
013,24013507500,3727.000000,1724.000000,57067.000000,5.354391,4.99060906896,6
013,24013508200,6102.000000,3954.000000,60595.000000,1.431156,1.08161258604,6
025,24025304201,5976.000000,4005.000000,82008.000000,2.914085,1.23828647925,5
